ticker,fiscal_year,fiscal_quarter,end_date,stock_price
2471,2009,1,2010-02-26,9.6
2471,2009,2,2010-05-31,10.4
2471,2009,3,2010-08-31,11.888
2471,2009,4,2010-11-30,10.196
2471,2010,1,2011-02-28,9.6
2471,2010,2,2011-05-31,5.04
2471,2010,3,2011-08-31,5.912
2471,2010,4,2011-11-30,5.74
2471,2011,1,2012-02-29,7.76
2471,2011,2,2012-05-31,7.924
2471,2011,3,2012-08-31,8.8
2471,2011,4,2012-11-30,9.72
2471,2012,1,2013-02-28,8.84
2471,2012,2,2013-05-31,12.32
2471,2012,3,2013-08-30,36.24
2471,2012,4,2013-11-29,35.84
2471,2013,1,2014-02-28,31.72
2471,2013,2,2014-05-30,35.76
2471,2013,3,2014-08-29,35.64779793525108
2471,2013,4,2014-11-28,41.866394578299214
2471,2014,1,2015-02-27,38
2471,2014,2,2015-05-29,39.88
2471,2014,3,2015-08-31,33.92
2471,2014,4,2015-11-30,32.8
2471,2015,1,2016-02-29,25.2
2471,2015,2,2016-05-31,31.44
2471,2015,3,2016-08-31,52.68
2471,2015,4,2016-11-30,60.4
2471,2016,1,2017-02-28,59.24
2471,2016,2,2017-05-31,91.4
2471,2016,3,2017-08-31,124.6
2471,2016,4,2017-11-30,124.2
2471,2017,1,2018-02-28,193.6
2471,2017,2,2018-05-31,371.2
2471,2017,3,2018-08-31,350.6
2471,2017,4,2018-11-30,349.2
2471,2018,1,2019-02-28,372
2471,2018,2,2019-05-31,559.8
2471,2018,3,2019-08-30,582.0016575184601
2471,2018,4,2019-11-29,699
2471,2019,1,2020-02-28,671
2471,2019,2,2020-05-29,755
2471,2019,3,2020-08-31,717
2471,2019,4,2020-11-30,761
2471,2020,1,2021-02-26,990
2471,2020,2,2021-05-31,856
2471,2020,3,2021-08-31,957
2471,2020,4,2021-11-30,1275
2471,2021,1,2022-02-28,1007
2471,2021,2,2022-05-31,1225
2471,2021,3,2022-08-31,1085
2471,2021,4,2022-11-30,939
2471,2022,1,2023-02-28,644
2475,2005,4,2006-03-31,1541.6666666666667
2475,2006,1,2006-06-30,975
2475,2006,2,2006-09-29,767.5
2475,2006,3,2006-12-29,612.5
2475,2006,4,2007-03-30,520
2475,2007,1,2007-06-29,587.5
2475,2007,2,2007-09-28,400
2475,2007,3,2007-12-28,302.5
2475,2007,4,2008-03-31,155
2475,2008,1,2008-06-30,270
2475,2008,2,2008-09-30,228.75
2475,2008,3,2008-12-30,136.25
2475,2008,4,2009-03-31,93.75
2475,2009,1,2009-06-30,133.75
2475,2009,2,2009-09-30,93.5
2475,2009,3,2009-12-30,84.75
2475,2009,4,2010-03-31,111.25
2475,2010,1,2010-06-30,127
2475,2010,2,2010-09-30,127
2475,2010,3,2010-12-30,176.6200442745019
2475,2010,4,2011-03-31,174.5
2475,2011,1,2011-06-30,175.25
2475,2011,2,2011-09-30,172.5
2475,2011,3,2011-12-30,194.75
2475,2011,4,2012-03-30,244.5
2475,2012,1,2012-06-29,274.0071660906688
2475,2012,2,2012-09-28,385
2475,2012,3,2012-12-28,378.5
2475,2012,4,2013-03-29,665.5
2475,2013,1,2013-06-28,856
2475,2013,2,2013-09-30,680.5
2475,2013,3,2013-12-30,636.1494665470136
2475,2013,4,2014-03-31,649.5
2475,2014,1,2014-06-30,658
2475,2014,2,2014-09-30,814
2475,2014,3,2014-12-30,860
2475,2014,4,2015-03-31,846
2475,2015,1,2015-06-30,1269
2475,2015,2,2015-09-30,1381
2475,2015,3,2015-12-30,1189
2475,2015,4,2016-03-31,1009
2475,2016,1,2016-06-30,784
2475,2016,2,2016-09-30,1078
2475,2016,3,2016-12-30,1380
2475,2016,4,2017-03-31,1478
2475,2017,1,2017-06-30,2292
2475,2017,2,2017-09-29,2746
2475,2017,3,2017-12-29,3770.3639164626215
2475,2017,4,2018-03-30,3856.263199905683
2475,2018,1,2018-06-29,3335
2475,2018,2,2018-09-28,4060.015757561583
2475,2018,3,2018-12-28,2386
2475,2018,4,2019-03-29,3090.0138618976753
2475,2019,1,2019-06-28,2676.0051256003444
2475,2019,2,2019-09-30,2889
2475,2019,3,2019-12-30,2708
2475,2019,4,2020-03-31,2107
2475,2020,1,2020-06-30,2661
2475,2020,2,2020-09-30,3065
2475,2020,3,2020-12-30,2642
2475,2020,4,2021-03-31,2594
2475,2021,1,2021-06-30,2913
2475,2021,2,2021-09-30,3545
2475,2021,3,2021-12-30,3095
2475,2021,4,2022-03-31,2716
2475,2022,1,2022-06-30,2301
2475,2022,2,2022-09-30,2398
2475,2022,3,2022-12-30,2230.303436199641
2475,2022,4,2023-03-31,1986
2477,2005,3,2006-03-31,7750
2477,2005,4,2006-06-30,3805
2477,2006,1,2006-09-29,2080
2477,2006,2,2006-12-29,1120
2477,2006,3,2007-03-30,1005
2477,2006,4,2007-06-29,640.2071563088513
2477,2007,1,2007-09-28,405
2477,2007,2,2007-12-28,370
2477,2007,3,2008-03-31,190.75
2477,2007,4,2008-06-30,215
2477,2008,1,2008-09-30,109
2477,2008,2,2008-12-30,120
2477,2008,3,2009-03-31,152.5
2477,2008,4,2009-06-30,300
2477,2009,1,2009-09-30,197.5
2477,2009,2,2009-12-30,241
2477,2009,3,2010-03-31,516.5
2477,2009,4,2010-06-30,405
2477,2010,1,2010-09-30,302.5
2477,2010,2,2010-12-30,402.5
2477,2010,3,2011-03-31,285
2477,2010,4,2011-06-30,258
2477,2011,1,2011-09-30,222
2477,2011,2,2011-12-30,173.5
2477,2011,3,2012-03-30,249
2477,2011,4,2012-06-29,212.5
2477,2012,1,2012-09-28,183
2477,2012,2,2012-12-28,181
2477,2012,3,2013-03-29,268.5
2477,2012,4,2013-06-28,315
2477,2013,1,2013-09-30,277.5
2477,2013,2,2013-12-30,575
2477,2013,3,2014-03-31,400
2477,2013,4,2014-06-30,420
2477,2014,1,2014-09-30,523
2477,2014,2,2014-12-30,1000.011426305579
2477,2014,3,2015-03-31,1092.5
2477,2014,4,2015-06-30,1271
2477,2015,1,2015-09-30,836
2477,2015,2,2015-12-30,1339
2477,2015,3,2016-03-31,1007
2477,2015,4,2016-06-30,1102
2477,2016,1,2016-09-30,1033
2477,2016,2,2016-12-30,1105
2477,2016,3,2017-03-31,1058
2477,2016,4,2017-06-30,1287
2477,2017,1,2017-09-29,1785
2477,2017,2,2017-12-29,3530.013081624271
2477,2017,3,2018-03-30,3390
2477,2017,4,2018-06-29,2464
2477,2018,1,2018-09-28,3190
2477,2018,2,2018-12-28,2028.5921678557456
2477,2018,3,2019-03-29,2816
2477,2018,4,2019-06-28,3260
2477,2019,1,2019-09-30,4535
2477,2019,2,2019-12-30,6579.104169493362
2477,2019,3,2020-03-31,3780
2477,2019,4,2020-06-30,4455
2477,2020,1,2020-09-30,5590
2477,2020,2,2020-12-30,5129.467133172796
2477,2020,3,2021-03-31,5280
2477,2020,4,2021-06-30,6550
2477,2021,1,2021-09-30,6420
2477,2021,2,2021-12-30,5119.580415759905
2477,2021,3,2022-03-31,4775
2477,2021,4,2022-06-30,5140
2477,2022,1,2022-09-30,5240
2477,2022,2,2022-12-30,4999.580213291774
2477,2022,3,2023-03-31,4730
2484,2005,4,2006-08-31,216.66666666666666
2484,2006,1,2006-11-30,161.25
2484,2006,2,2007-02-28,157.91666666666666
2484,2006,3,2007-05-31,136.66666666666666
2484,2006,4,2007-08-31,103.125
2484,2007,1,2007-11-30,135
2484,2007,2,2008-02-29,160
2484,2007,3,2008-05-30,156.25
2484,2007,4,2008-08-29,106.47941921974873
2484,2008,1,2008-11-28,76.92822993106516
2484,2008,2,2009-02-27,87.5
2484,2008,3,2009-05-29,106.89345079787235
2484,2008,4,2009-08-31,87.25
2484,2009,1,2009-11-30,62.5
2484,2009,2,2010-02-26,58.9375
2484,2009,3,2010-05-31,60.75
2484,2009,4,2010-08-31,42.5
2484,2010,1,2010-11-30,47.1875
2484,2010,2,2011-02-28,67.875
2484,2010,3,2011-05-31,50.9375
2484,2010,4,2011-08-31,54.8125
2484,2011,1,2011-11-30,50.625
2484,2011,2,2012-02-29,47.3125
2484,2011,3,2012-05-31,41.0625
2484,2011,4,2012-08-31,62.1875
2484,2012,1,2012-11-30,56.25
2484,2012,2,2013-02-28,68.125
2484,2012,3,2013-05-31,93.375
2484,2012,4,2013-08-30,145.58548403922387
2484,2013,1,2013-11-29,164.89335084756365
2484,2013,2,2014-02-28,346.75
2484,2013,3,2014-05-30,271.25
2484,2013,4,2014-08-29,172.99694573110298
2484,2014,1,2014-11-28,175.7542482433644
2484,2014,2,2015-02-27,157.15861699169878
2484,2014,3,2015-05-29,212
2484,2014,4,2015-08-31,289.25
2484,2015,1,2015-11-30,268
2484,2015,2,2016-02-29,292.5
2484,2015,3,2016-05-31,494
2484,2015,4,2016-08-31,465.75
2484,2016,1,2016-11-30,666.25
2484,2016,2,2017-02-28,850
2484,2016,3,2017-05-31,1140
2484,2016,4,2017-08-31,1644
2484,2017,1,2017-11-30,2106
2484,2017,2,2018-02-28,1754
2484,2017,3,2018-05-31,2069
2484,2017,4,2018-08-31,3345
2484,2018,1,2018-11-30,2458
2484,2018,2,2019-02-28,2097
2484,2018,3,2019-05-31,1340
2484,2018,4,2019-08-30,1478.7671314328084
2484,2019,1,2019-11-29,1309.3704214979066
2484,2019,2,2020-02-28,990
2484,2019,3,2020-05-29,694.5627297972037
2484,2019,4,2020-08-31,2309
2484,2020,1,2020-11-30,3265
2484,2020,2,2021-02-26,2807.945354916098
2484,2020,3,2021-05-31,1815
2484,2020,4,2021-08-31,1557
2484,2021,1,2021-11-30,929
2484,2021,2,2022-02-28,737
2484,2021,3,2022-05-31,431
2484,2021,4,2022-08-31,596
2484,2022,1,2022-11-30,506
2484,2022,2,2023-02-28,481
2491,2006,3,2006-09-29,781.4371228395928
2491,2006,4,2006-12-29,951.9839850984339
2491,2007,1,2007-03-30,476.4397849233617
2491,2007,2,2007-06-29,370.26707462971
2491,2007,3,2007-09-28,153.4187856470165
2491,2007,4,2007-12-28,222.85850702706134
2491,2008,1,2008-03-31,141
2491,2008,2,2008-06-30,118.75
2491,2008,3,2008-09-30,60.95
2491,2008,4,2008-12-30,62.15
2491,2009,1,2009-03-31,72.55
2491,2009,2,2009-06-30,108.75
2491,2009,3,2009-09-30,96
2491,2009,4,2009-12-30,84.6910863685634
2491,2010,1,2010-03-31,147.5
2491,2010,2,2010-06-30,124.5
2491,2010,3,2010-09-30,112.5
2491,2010,4,2010-12-30,140.5
2491,2011,1,2011-03-31,110.05
2491,2011,2,2011-06-30,123.4
2491,2011,3,2011-09-30,94.5
2491,2011,4,2011-12-30,110.56564612820061
2491,2012,1,2012-03-30,126.55
2491,2012,2,2012-06-29,131.06907176992752
2491,2012,3,2012-09-28,168.8127013630731
2491,2012,4,2012-12-28,250.6498641714458
2491,2013,1,2013-03-29,444
2491,2013,2,2013-06-28,559.364928480898
2491,2013,3,2013-09-30,1161
2491,2013,4,2013-12-30,1292.0962727305593
2491,2014,1,2014-03-31,1027
2491,2014,2,2014-06-30,985
2491,2014,3,2014-09-30,789
2491,2014,4,2014-12-30,618
2491,2015,1,2015-03-31,570
2491,2015,2,2015-06-30,560
2491,2015,3,2015-09-30,466
2491,2015,4,2015-12-30,504.9848022486653
2491,2016,1,2016-03-31,390
2491,2016,2,2016-06-30,343
2491,2016,3,2016-09-30,356
2491,2016,4,2016-12-30,334.9399483102491
2491,2017,1,2017-03-31,433
2491,2017,2,2017-06-30,701
2491,2017,3,2017-09-29,834.9188826232117
2491,2017,4,2017-12-29,744.370593314573
2491,2018,1,2018-03-30,1429.227574132022
2491,2018,2,2018-06-29,1852.1485873778881
2491,2018,3,2018-09-28,2473.6908638547984
2491,2018,4,2018-12-28,1225.6126658262428
2491,2019,1,2019-03-29,2065.465229567204
2491,2019,2,2019-06-28,2464.5268400397663
2491,2019,3,2019-09-30,1707
2491,2019,4,2019-12-30,2344.002757628191
2491,2020,1,2020-03-31,1780
2491,2020,2,2020-06-30,2890
2491,2020,3,2020-09-30,3515
2491,2020,4,2020-12-30,3190.002666122278
2491,2021,1,2021-03-31,3590
2491,2021,2,2021-06-30,3240
2491,2021,3,2021-09-30,4775
2491,2021,4,2021-12-30,4469.861676272532
2491,2022,1,2022-03-31,3735
2491,2022,2,2022-06-30,3135
2491,2022,3,2022-09-30,2214
2491,2022,4,2022-12-30,1813.8455110400216
2492,2006,3,2006-09-29,46.64354934161858
2492,2006,4,2006-12-29,57.53160887809187
2492,2007,1,2007-03-30,65.3125
2492,2007,2,2007-06-29,53.57346075284505
2492,2007,3,2007-09-28,49.0625
2492,2007,4,2007-12-28,42.28354140872197
2492,2008,1,2008-03-31,23.75
2492,2008,2,2008-06-30,28.59375
2492,2008,3,2008-09-30,22.96875
2492,2008,4,2008-12-30,25.201235200527478
2492,2009,1,2009-03-31,17.5
2492,2009,2,2009-06-30,25.9375
2492,2009,3,2009-09-30,38.53125
2492,2009,4,2009-12-30,37.5808286818377
2492,2010,1,2010-03-31,31.015625
2492,2010,2,2010-06-30,28.71875
2492,2010,3,2010-09-30,26.34375
2492,2010,4,2010-12-30,23.241245032642635
2492,2011,1,2011-03-31,22.359375
2492,2011,2,2011-06-30,24.6875
2492,2011,3,2011-09-30,23.359375
2492,2011,4,2011-12-30,21.86783116519793
2492,2012,1,2012-03-30,24.375
2492,2012,2,2012-06-29,25.921875
2492,2012,3,2012-09-28,29.625
2492,2012,4,2012-12-28,36.63157689912827
2492,2013,1,2013-03-29,79.6875
2492,2013,2,2013-06-28,122.6875
2492,2013,3,2013-09-30,132.6875
2492,2013,4,2013-12-30,229.20709316699546
2492,2014,1,2014-03-31,215.875
2492,2014,2,2014-06-30,292
2492,2014,3,2014-09-30,235.75
2492,2014,4,2014-12-30,278.25964445155756
2492,2015,1,2015-03-31,275.25
2492,2015,2,2015-06-30,386.5
2492,2015,3,2015-09-30,337.5
2492,2015,4,2015-12-30,278.0222773184011
2492,2016,1,2016-03-31,253
2492,2016,2,2016-06-30,233.5
2492,2016,3,2016-09-30,292.25
2492,2016,4,2016-12-30,342
2492,2017,1,2017-03-31,318
2492,2017,2,2017-06-30,426
2492,2017,3,2017-09-29,404
2492,2017,4,2018-12-28,502.4999912061491
2492,2018,1,2018-03-30,510.5
2492,2018,2,2018-06-29,736
2492,2018,3,2018-09-28,740.0000129501489
2492,2018,4,2018-12-28,502.5
2492,2019,1,2019-03-29,674.0002830833719
2492,2019,2,2019-06-28,840.5004044956377
2492,2019,3,2019-09-30,842
2492,2019,4,2019-12-30,985
2492,2020,1,2020-03-31,711
2492,2020,2,2020-06-30,744
2492,2020,3,2020-09-30,930
2492,2020,4,2020-12-30,984
2492,2021,1,2021-03-31,953
2492,2021,2,2021-06-30,911
2492,2021,3,2021-09-30,1015
2492,2021,4,2021-12-30,936
2492,2022,1,2022-03-31,661
2492,2022,2,2022-06-30,375
2492,2022,3,2022-09-30,441
2492,2022,4,2022-12-30,357
2501,2005,1,2005-03-31,2510
2501,2005,2,2005-06-30,2675.0000226064226
2501,2005,3,2005-09-30,2975.0000251417223
2501,2005,4,2005-12-30,3211.8380484823438
