ticker,fiscal_year,fiscal_quarter,end_date,stock_price
8060,2008,4,2008-12-30,1504.9528617082574
8060,2009,1,2009-03-31,1386
8060,2009,2,2009-06-30,1350
8060,2009,3,2009-09-30,1589
8060,2009,4,2009-12-30,1370.0032521090068
8060,2010,1,2010-03-31,1273
8060,2010,2,2010-06-30,1255
8060,2010,3,2010-09-30,1149
8060,2010,4,2010-12-30,1192.6478535211659
8060,2011,1,2011-03-31,1033
8060,2011,2,2011-06-30,910
8060,2011,3,2011-09-30,948
8060,2011,4,2011-12-30,899.9996850965399
8060,2012,1,2012-03-30,1061.0017092360458
8060,2012,2,2012-06-29,1009.8850492642006
8060,2012,3,2012-09-28,1078.004003185568
8060,2012,4,2012-12-28,1274.427949111696
8060,2013,1,2013-03-29,1385.0054011214127
8060,2013,2,2013-06-28,1327.0054641181105
8060,2013,3,2013-09-30,1304
8060,2013,4,2013-12-30,1505.5106343464079
8060,2014,1,2014-03-31,1417
8060,2014,2,2014-06-30,1901
8060,2014,3,2014-09-30,2112
8060,2014,4,2014-12-30,2048.0155406045674
8060,2015,1,2015-03-31,2411
8060,2015,2,2015-06-30,2083
8060,2015,3,2015-09-30,1766
8060,2015,4,2015-12-30,1896.0081441597526
8060,2016,1,2016-03-31,1966
8060,2016,2,2016-06-30,1863
8060,2016,3,2016-09-30,1872
8060,2016,4,2016-12-30,1966.0077020180101
8060,2017,1,2017-03-31,2214
8060,2017,2,2017-06-30,2556
8060,2017,3,2017-09-29,2689.0127119997574
8060,2017,4,2017-12-29,3045.021392981928
8060,2018,1,2018-03-30,2874.0097744534046
8060,2018,2,2018-06-29,2308.0028122928843
8060,2018,3,2018-09-28,2412.0075149773897
8060,2018,4,2018-12-28,1960.0048974631443
8060,2019,1,2019-03-29,2177.0009234032477
8060,2019,2,2019-06-28,2349.0044383362433
8060,2019,3,2019-09-30,2294
8060,2019,4,2019-12-30,2540.0068756530277
8060,2020,1,2020-03-31,2144
8060,2020,2,2020-06-30,2195
8060,2020,3,2020-09-30,2102
8060,2020,4,2020-12-30,2354.0075521363738
8060,2021,1,2021-03-31,2456
8060,2021,2,2021-06-30,2583
8060,2021,3,2021-09-30,2604
8060,2021,4,2021-12-30,2291.0046818133633
8060,2022,1,2022-03-31,2523
8060,2022,2,2022-06-30,2818
8060,2022,3,2022-09-30,3200
8060,2022,4,2022-12-30,2989.0024432664695
8066,2005,2,2005-09-30,240
8066,2005,4,2006-03-31,405
8066,2006,1,2006-06-30,347.5
8066,2006,2,2006-09-29,321.7710890072361
8066,2006,3,2006-12-29,323.75
8066,2006,4,2007-03-30,365.5055550430957
8066,2007,1,2007-06-29,344
8066,2007,2,2007-09-28,314.97293398457987
8066,2007,3,2007-12-28,263.5
8066,2007,4,2008-03-31,187.5
8066,2008,1,2008-06-30,217.25
8066,2008,2,2008-09-30,148
8066,2008,3,2008-12-30,107.51325808096769
8066,2008,4,2009-03-31,107.5
8066,2009,1,2009-06-30,145
8066,2009,2,2009-09-30,159.5
8066,2009,3,2009-12-30,135.03152794965314
8066,2009,4,2010-03-31,137
8066,2010,1,2010-06-30,142.25
8066,2010,2,2010-09-30,152.25
8066,2010,3,2010-12-30,167.0017446383548
8066,2010,4,2011-03-31,247.5
8066,2011,1,2011-06-30,287
8066,2011,2,2011-09-30,229.25
8066,2011,3,2011-12-30,226.2510598385316
8066,2011,4,2012-03-30,295.0008034259754
8066,2012,1,2012-06-29,245.96947848187259
8066,2012,2,2012-09-28,226.83006438584866
8066,2012,3,2012-12-28,274.7543203751947
8066,2012,4,2013-03-29,436.9226415016722
8066,2013,1,2013-06-28,419.78882426731366
8066,2013,2,2013-09-30,480
8066,2013,3,2013-12-30,544.7609258950695
8066,2013,4,2014-03-31,575
8066,2014,1,2014-06-30,597.25
8066,2014,2,2014-09-30,669.25
8066,2014,3,2014-12-30,691.7372495545674
8066,2014,4,2015-03-31,647.75
8066,2015,1,2015-06-30,725
8066,2015,2,2015-09-30,707.75
8066,2015,3,2015-12-30,756.5636552121111
8066,2015,4,2016-03-31,800
8066,2016,1,2016-06-30,696.25
8066,2016,2,2016-09-30,767.5
8066,2016,3,2016-12-30,806.0535656305849
8066,2016,4,2017-03-31,910
8066,2017,1,2017-06-30,1061.25
8066,2017,2,2017-09-29,1027.208361699405
8066,2017,3,2017-12-29,1508.2751898114639
8066,2017,4,2018-03-30,1208.4956789525434
8066,2018,1,2018-06-29,1237.8664523043342
8066,2018,2,2018-09-28,1357.1339442619644
8066,2018,3,2018-12-28,1381.1123418822426
8066,2018,4,2019-03-29,1416.6953798612785
8066,2019,1,2019-06-28,1398.6404745834375
8066,2019,2,2019-09-30,1345
8066,2019,3,2019-12-30,1569.5643695632239
8066,2019,4,2020-03-31,1340
8066,2020,1,2020-06-30,1665
8066,2020,2,2020-09-30,1630
8066,2020,3,2020-12-30,1677.09205347143
8066,2020,4,2021-03-31,1725
8066,2021,1,2021-06-30,1752.5
8066,2021,2,2021-09-30,1970
8066,2021,3,2021-12-30,2154.4734767121868
8066,2021,4,2022-03-31,1861
8066,2022,1,2022-06-30,1511
8066,2022,2,2022-09-30,1392
8066,2022,3,2022-12-30,1292.000086572512
8066,2022,4,2023-03-31,1346
8068,2005,1,2005-04-28,1648
8068,2005,2,2005-07-29,1714.2546424806446
8068,2005,3,2005-10-31,1720
8068,2005,4,2006-01-31,1807
8068,2006,1,2006-04-28,1602
8068,2006,2,2006-07-31,1560
8068,2006,3,2006-10-31,1650
8068,2006,4,2007-01-31,1761
8068,2007,1,2007-04-27,1343
8068,2007,2,2007-07-31,1722
8068,2007,3,2007-10-31,1611
8068,2007,4,2008-01-31,1213
8068,2008,1,2008-04-30,943
8068,2008,2,2008-07-31,1129
