1301,2005,4,2006-03-31,32513342650,152899000000.0,3283000000.0,1.7699152231899835,10.925421883505717,
1301,2006,4,2007-03-31,28412813393,157088000000.0,2790000000.0,1.5245379295487473,10.731340881043087,
1301,2007,4,2008-03-31,18385610292,147767000000.0,2926000000.0,1.0498863803106442,8.548423937871174,
1301,2008,4,2009-03-31,19786711417,147554000000,2981000000,1.1284123990305106,9.050470487596236,
1301,2009,4,2010-03-31,21056081346,145778000000,2180000000,1.1663480499639949,6.015620672464411,
1301,2010,4,2011-03-31,18486174256,162731000000,1588000000,1.0824554547370888,0.33961822227427096,
1301,2011,4,2012-03-31,20796887628,181885000000,1636000000,1.225797926912649,2.4932217375928327,
1301,2012,4,2013-03-31,22162274858,178046000000,2324000000,1.20198909089923,6.88252521965506,2397
1301,2013,4,2014-03-31,27518304876,202387000000,2915000000,1.3967973643977465,15.065225115476371,2111
1301,2014,4,2015-03-31,29828735272,218350000000,2460000000,1.3170001003134797,10.742196123449158,2169
1301,2015,4,2016-03-31,27098168796,226626000000,2433000000,1.2002023560988575,7.967933386482416,2249
1301,2016,4,2017-03-31,30836141528,236561000000,3723000000,1.2346309067905188,9.697309417040358,2193
1301,2017,4,2018-03-31,40977569800,254783000000,4066000000,1.4183997853928694,11.114572516441676,2257
1301,2018,4,2019-03-31,30683168956,256151000000,3831000000,0.9642124616931683,9.157186851863491,2264
1301,2019,4,2020-03-31,27334694660,262519000000,2918000000,0.8354634959349594,6.225930680359435,2307
1301,2020,4,2021-03-31,32864189995,249197000000,4657000000,0.8138326480857807,9.504234559952454,2313
1301,2021,4,2022-03-31,35823340800,253575000000,6392000000,0.8388755339078307,10.851442487823155,2208
1332,2005,4,2006-03-31,148499276205,539653000000.0,11163000000.0,1.4027495556048855,6.32893456637352,
1332,2006,4,2007-03-31,213182718180,552871000000.0,16544000000.0,1.9056290174309465,8.314114597300438,
1332,2007,4,2008-03-31,103122424871,533970000000.0,7231000000.0,0.9504283358770886,8.654298117068047,
1332,2008,4,2009-03-31,71013966809,505250000000,3156000000,1.274524692361535,,
1332,2009,4,2010-03-31,74878873968,481574000000,6227000000,1.2159806747105344,0.07145293038211079,
1332,2010,4,2011-03-31,63824157705,494294000000,8088000000,1.207738669057261,,
1332,2011,4,2012-03-31,77913834708,538030000000,9553000000,1.6058748239416298,4.754936312296467,
1332,2012,4,2013-03-31,49731634800,566858000000,5809000000,0.9406755466444731,,10175
1332,2013,4,2014-03-31,59953009116,604249000000,13931000000,0.8523316621552459,5.683821438726187,8919
1332,2014,4,2015-03-31,100840529760,638435000000,18110000000,1.1183379146057446,11.708994122213596,8240
1332,2015,4,2016-03-31,151118381576,637164000000,19442000000,1.5919598590059625,12.964835766807829,8466
1332,2016,4,2017-03-31,172873956330,635953000000,22646000000,1.4290292571896208,11.751382539905599,8722
1332,2017,4,2018-03-31,171937778064,677293000000,23240000000,1.2485134268411346,12.514341316060824,9003
1332,2018,4,2019-03-31,262918545760,712111000000,21685000000,1.7967999245520279,10.510093899922092,9065
1332,2019,4,2020-03-31,148725500292,690016000000,22834000000,0.9710973431101129,9.642707898035937,9247
1332,2020,4,2021-03-31,165523229480,615044000000,17998000000,0.9769589822165299,8.493923636728502,9431
1332,2021,4,2022-03-31,170557593232,693682000000,27076000000,0.8986221910125974,9.101733939588723,9662
1333,2008,4,2009-03-31,,199239000000.0,2941000000.0,,2.160439171241367,
1333,2009,4,2010-03-31,,174907000000.0,654000000.0,,3.0366277880090036,
1333,2010,4,2011-03-31,,177790000000.0,6184000000.0,,7.199845081332301,
1333,2011,4,2012-03-31,,233998000000.0,5961000000.0,,3.779949402252096,
1333,2013,4,2014-03-31,,264449000000,5456000000,,12.250394114555965,2098
1333,2014,4,2015-03-31,89177707850,863784000000,8686000000,1.0032028151822978,8.120999403777574,11803
1333,2015,4,2016-03-31,110490199253,884811000000,16972000000,1.2968789893188728,4.808854771881639,11258
1333,2016,4,2017-03-31,177375949810,873295000000,26308000000,1.7620594235277756,15.34411507589605,11237
1333,2017,4,2018-03-31,178942428400,918820000000,24497000000,1.5498218292049195,13.945955309197991,10938
1333,2018,4,2019-03-31,208400472720,922468000000,21758000000,1.6624955942371202,13.318282623609937,11276
1333,2019,4,2020-03-31,118826391960,905204000000,17079000000,0.895937448804174,9.452755074343276,11107
1333,2020,4,2021-03-31,138133149000,809050000000,16172000000,0.9693758394913576,4.037277977781988,13117
1333,2021,4,2022-03-31,126131388837,866702000000,23819000000,0.7874648122479304,10.549777117384844,12352
1375,2008,4,2009-03-31,,25632000000,1301000000,,3.181407942238267,
1375,2009,4,2010-03-31,,26140000000,2701000000,,18.75,
1375,2010,4,2011-03-31,,26520000000,1490000000,,12.18524388096496,
1375,2011,4,2012-03-31,,26042000000,-2917000000,,,
1375,2012,4,2013-03-31,,26509000000,-211000000,,,1327
1375,2013,4,2014-03-31,,28829000000,1976000000,,51.79526355996944,1196
1375,2019,4,2020-03-31,,34517000000,6691000000,,88.87525562372188,1166
1375,2020,4,2021-03-31,78743811100,34543000000,7823000000,8.529442276863085,51.386481802426346,1105
1375,2021,4,2022-03-31,45492468700,32444000000,4975000000,4.344615480851877,28.545506637379432,1094
1377,2005,4,2006-05-31,75232460800,46042000000.0,841000000.0,0.8608818034100012,0.6110538963268108,
1377,2006,4,2007-05-31,76416092672,46671000000.0,273000000.0,0.8672805887186472,0.22017932130291681,
1377,2007,4,2008-05-31,78788874408,46781000000.0,1303000000.0,0.9368697758329568,0.3495921425004162,
1377,2008,4,2009-05-31,60487119369,45355000000,1186000000,0.8364741587703286,,
1377,2009,4,2010-05-31,53412572998,46518000000,1675000000,0.7302286280401942,1.3685145942989951,
1377,2010,4,2011-05-31,51040767330,47165000000,3233000000,0.7166231513253959,1.8533078737504212,
